sku_number,sku_description,department,promotion_name,decision_triage_class,economic_priority_rank,economic_net_value_score,missed_sales_avoidance_value,brain_action_label,final_governed_action_label,current_soh,expected_soh_at_promo_start_before_order,long_tail_sku_flag,basket_completion_sku_flag,basket_attachment_score,basket_mission_importance_score,long_tail_stockout_risk_score,basket_loss_multiplier,long_tail_protection_value,basket_trust_convexity_value,long_tail_basket_protection_reason
42784,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,26,41.66,73.551,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,70.0,1.0,0.0,0.0,standard_volume_protection
94669,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,27,9.74,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
188990,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,28,4.952,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
91438,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,29,173.752,67.254,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,YES,NO,0.0,0.0,90.0,1.5,100.68,0.0,verify_2_unit_minimum_soh_open_for_sale
87418,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,30,53.146,0.0,AGGRESSIVE_BUY,AGGRESSIVE_BUY,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
61549,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,31,6.3,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
195049,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,32,-1.157,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
91442,0.0,HAIRCARE,unknown,STANDARD_BUY_REVIEW,33,172.227,179.579,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,6.0,6.0,NO,NO,0.0,0.0,20.0,1.0,0.0,0.0,standard_volume_protection
195087,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,34,-4.541,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
11494,0.0,ORAL HEALTH,unknown,STANDARD_BUY_REVIEW,35,93.497,0.0,CONTROLLED_BUY,CONTROLLED_BUY,2.0,2.0,NO,NO,0.0,0.0,20.0,1.0,0.0,0.0,standard_volume_protection
87753,0.0,SKINCARE,unknown,STANDARD_BUY_REVIEW,36,89.728,0.0,CONTROLLED_BUY,CONTROLLED_BUY,6.0,6.0,NO,NO,0.0,0.0,20.0,1.0,0.0,0.0,standard_volume_protection
349332,0.0,VITAMIN SUPPLEMENT,unknown,HIGH_PRIORITY_BUY_REVIEW,37,22.746,60.152,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,70.0,1.0,0.0,0.0,standard_volume_protection
87637,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,38,-3.228,9.38,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,43.4,1.0,0.0,0.0,standard_volume_protection
90892,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,39,69.004,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,NO,NO,0.0,0.0,50.0,1.0,0.0,0.0,standard_volume_protection
188954,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,40,53.419,27.447,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,2.0,2.0,YES,NO,0.0,0.0,60.0,1.5,22.23,0.0,long_tail_mission_relevance_review
195081,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,41,-1.447,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
87747,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,42,-8.262,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
196550,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,43,-6.326,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
194049,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,44,-6.766,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
60548,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,45,-11.202,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
94922,0.0,ORAL HEALTH,unknown,HIGH_PRIORITY_BUY_REVIEW,46,41.797,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
90795,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,47,-8.883,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
69751,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,48,43.75,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,YES,NO,0.0,0.0,70.0,1.5,0.0,0.0,verify_2_unit_minimum_soh_open_for_sale
92434,0.0,SUNCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,49,-12.031,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,1.0,1.0,NO,NO,0.0,0.0,50.0,1.0,0.0,0.0,standard_volume_protection
198462,0.0,SKINCARE,unknown,HIGH_PRIORITY_BUY_REVIEW,50,-7.462,0.0,TOP_UP_TO_OPTIMAL,TOP_UP_TO_OPTIMAL,0.0,0.0,NO,NO,0.0,0.0,30.0,1.0,0.0,0.0,standard_volume_protection
