sku_number,expected_units_before_promo_start,expected_promo_demand,pre_minus_promo,pre_over_promo_ratio,projected_SOH_at_promo_start,current_soh,projected_stock_gap_units,days_to_promo_start,lead_days_to_promo_start,lead_up_demand_units,feature_pre_promo_baseline_daily_units,feature_pre_promo_rolling_demand_units
654191,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
33550,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
51156,0,1,-1,0.0,3,3,0,1,1,0,0.0086,0.1204
96154,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
341140,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
216755,0,1,-1,0.0,4,4,0,1,1,0,1.6666666666666667,23.333333333333336
242853,0,1,-1,0.0,5,5,0,1,1,0,1.25,17.5
90457,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
194461,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
120435,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
199745,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
191881,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
33268,0,1,-1,0.0,5,5,0,1,1,0,0.0107,0.1498
671614,0,1,-1,0.0,10,10,0,1,1,0,1.6,22.4
193835,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
27445,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
62978,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
185497,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
20477,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
91481,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
41981,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
55228,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
65843,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
34982,0,1,-1,0.0,3,3,0,1,1,0,2.0,28.0
726648,0,1,-1,0.0,5,5,0,1,1,0,1.3333333333333333,18.666666666666664
194045,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
198719,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
194015,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
353957,0,1,-1,0.0,4,4,0,1,1,0,2.0,28.0
33939,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
98024,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
265640,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
286893,0,1,-1,0.0,13,13,0,1,1,0,1.6666666666666667,23.333333333333336
810797,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
63109,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
193317,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
192994,0,1,-1,0.0,3,0,0,1,1,0,0.0021,0.0294
54963,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
93527,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
92259,0,1,-1,0.0,4,4,0,1,1,0,0.0086,0.1204
39402,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
33267,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
198524,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
67656,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
194798,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
613800,0,1,-1,0.0,10,10,0,1,1,0,1.0,14.0
390771,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
943142,0,1,-1,0.0,11,11,0,1,1,0,1.0,14.0
92661,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
383844,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
88906,0,1,-1,0.0,17,17,0,1,1,0,1.0,14.0
34105,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
46547,0,1,-1,0.0,5,5,0,1,1,0,1.5,21.0
199761,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
196050,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
75420,0,1,-1,0.0,3,3,0,1,1,0,1.5,21.0
88908,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
91124,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
96245,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
31528,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
75415,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
52033,0,1,-1,0.0,5,5,0,1,1,0,1.5,21.0
97988,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
184851,0,1,-1,0.0,3,3,0,1,1,0,0.0086,0.1204
321435,0,1,-1,0.0,11,11,0,1,1,0,1.0,14.0
66788,0,1,-1,0.0,3,0,0,1,1,0,1.0,14.0
89300,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
90321,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
34855,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
199054,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
54485,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
190678,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
186092,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
651836,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
321834,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
918776,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
191661,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
95615,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
192751,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
43996,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
90843,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
96567,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
63418,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
38296,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
228753,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
192799,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
943185,0,1,-1,0.0,10,10,0,1,1,0,1.0,14.0
184854,0,1,-1,0.0,3,3,0,1,1,0,0.0173,0.2422
66026,0,1,-1,0.0,6,6,0,1,1,0,0.0043,0.0602
87825,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
27471,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
54488,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
94059,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
274321,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
102640,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
56565,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
88440,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
33088,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
388815,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
49091,0,1,-1,0.0,8,8,0,1,1,0,2.0,28.0
595381,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
45578,0,1,-1,0.0,4,4,0,1,1,0,1.3333333333333333,18.666666666666664
94684,0,1,-1,0.0,4,4,0,1,1,0,0.0043,0.0602
193725,0,1,-1,0.0,3,3,0,1,1,0,1.5,21.0
795151,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
11589,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
5908,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
94524,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
196240,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
196549,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
196844,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
73205,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
65090,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
196930,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
26236,0,1,-1,0.0,3,0,0,1,1,0,1.0,14.0
984248,0,1,-1,0.0,7,7,0,1,1,0,1.5,21.0
195017,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
45417,0,1,-1,0.0,7,7,0,1,1,0,0.0021,0.0294
56555,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
932434,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
55881,0,1,-1,0.0,4,4,0,1,1,0,2.0,28.0
186525,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
885541,0,1,-1,0.0,5,5,0,1,1,0,1.5,21.0
350181,0,1,-1,0.0,3,0,0,1,1,0,2.0,28.0
75504,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
32159,0,1,-1,0.0,3,3,0,1,1,0,0.6666666666666666,9.333333333333332
46888,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
97287,0,1,-1,0.0,3,3,0,1,1,0,3.0,42.0
96450,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
33089,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
89626,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
73263,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
32180,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
56157,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
102080,0,1,-1,0.0,3,3,0,1,1,0,3.0,42.0
90731,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
64557,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
94559,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
52120,0,1,-1,0.0,6,6,0,1,1,0,2.0,28.0
252767,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
194044,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
38424,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
38457,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
520999,0,1,-1,0.0,4,4,0,1,1,0,0.0021,0.0294
68480,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
91103,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
560391,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
23380,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
645745,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
96465,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
343315,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
73656,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
67880,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
91270,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
12170,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
18258,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
192247,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
195592,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
459844,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
26235,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
33115,0,1,-1,0.0,3,3,0,1,1,0,3.0,42.0
94677,0,1,-1,0.0,3,0,0,1,1,0,1.0,14.0
98004,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
15845,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
96455,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
58218,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
90458,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
95024,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
198288,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
30160,0,1,-1,0.0,4,1,0,1,1,0,1.0,14.0
43359,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
242845,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
195641,0,1,-1,0.0,4,4,0,1,1,0,0.0064,0.0896
242950,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
46573,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
282995,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
90169,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
260851,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
96151,0,1,-1,0.0,4,1,0,1,1,0,1.0,14.0
63451,0,1,-1,0.0,12,12,0,1,1,0,1.0,14.0
96446,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
91121,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
88162,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
33552,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
89665,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
90170,0,1,-1,0.0,4,4,0,1,1,0,0.0021,0.0294
198733,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
342491,0,1,-1,0.0,10,10,0,1,1,0,1.0,14.0
198727,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
94868,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
485861,0,1,-1,0.0,9,9,0,1,1,0,1.5,21.0
196931,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
744247,0,1,-1,0.0,9,9,0,1,1,0,1.0,14.0
93522,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
94511,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
191288,0,1,-1,0.0,7,7,0,1,1,0,1.5,21.0
196244,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
55887,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
187204,0,1,-1,0.0,9,9,0,1,1,0,1.0,14.0
73683,0,1,-1,0.0,7,7,0,1,1,0,1.2857142857142858,18.0
458104,0,1,-1,0.0,4,4,0,1,1,0,1.3333333333333333,18.666666666666664
52114,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
184852,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
380675,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
23559,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
11947,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
90111,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
95782,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96641,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96605,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
63111,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
36115,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
94057,0,1,-1,0.0,0,0,3,1,1,0,1.6666666666666667,23.333333333333336
94568,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96640,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
97688,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
46883,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
97690,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
193196,0,1,-1,0.0,0,0,3,1,1,0,0.8,11.2
322024,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
63112,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
97498,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95571,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
93992,0,1,-1,0.0,0,0,3,1,1,0,0.0043,0.0602
521286,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
190608,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96637,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96636,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90342,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96633,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
70392,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
95382,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
39651,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95581,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
90163,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90153,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
197891,0,1,-1,0.0,0,0,3,1,1,0,1.6666666666666667,23.333333333333336
95575,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
70358,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
193203,0,1,-1,0.0,0,0,3,1,1,0,1.5,21.0
24382,0,1,-1,0.0,0,0,3,1,1,0,3.0,42.0
98170,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96606,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
93999,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
95578,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95580,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
199069,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90151,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
525920,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
15839,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
41596,0,1,-1,0.0,0,0,3,1,1,0,0.0064,0.0896
96490,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
93977,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
95566,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95573,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95574,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95576,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
90142,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90145,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
95562,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
198722,0,1,-1,0.0,0,0,3,1,1,0,0.0064,0.0896
28287,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
30626,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
199852,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95560,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
94011,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
75193,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
94571,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90147,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
94512,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
90841,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96597,0,1,-1,0.0,0,0,3,1,1,0,1.5,21.0
98116,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
46772,0,1,-1,0.0,0,0,3,1,1,0,0.0064,0.0896
63083,0,1,-1,0.0,0,0,3,1,1,0,0.0152,0.2128
63081,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
15733,0,1,-1,0.0,0,0,3,1,1,0,2.0,28.0
30538,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
94075,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
96653,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96654,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96655,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98133,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
24385,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90144,0,1,-1,0.0,0,0,3,1,1,0,0.0064,0.0896
95572,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
93968,0,1,-1,0.0,0,0,3,1,1,0,0.0043,0.0602
52122,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90143,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90146,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
93989,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
189262,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
189518,0,1,-1,0.0,0,0,3,1,1,0,1.5,21.0
96581,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96582,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
38390,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
96631,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
57931,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
15814,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
189513,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
196001,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
96594,0,1,-1,0.0,0,0,3,1,1,0,2.0,28.0
195440,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
95583,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95584,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
193213,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
24419,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
93974,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
192940,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
63031,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90149,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
191176,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
92463,0,1,-1,0.0,2,2,1,1,1,0,0.0043,0.0602
194402,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
97435,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
94040,0,1,-1,0.0,0,0,3,1,1,0,0.0107,0.1498
97676,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
59065,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
44019,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
97630,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97188,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
25408,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
193422,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
199838,0,1,-1,0.0,0,0,3,1,1,0,0.0043,0.0602
97201,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
93740,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
92939,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
92940,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97309,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
69758,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
191474,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
97235,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97048,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
188851,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
97303,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97310,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
868744,0,1,-1,0.0,0,0,3,1,1,0,0.0043,0.0602
97434,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97629,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
94058,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
97675,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
191354,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
55696,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
97997,0,1,-1,0.0,0,0,5,1,1,0,0.0,0.0
96580,0,1,-1,0.0,0,0,5,1,1,0,0.0,0.0
96315,0,1,-1,0.0,0,0,5,1,1,0,1.0909090909090908,15.272727272727272
64520,0,1,-1,0.0,0,0,4,1,1,0,1.5,21.0
67095,0,1,-1,0.0,0,0,4,1,1,0,0.0,0.0
94984,0,1,-1,0.0,2,2,3,1,1,0,0.0,0.0
97539,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97531,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
92669,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97541,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97671,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97670,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97669,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
98139,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95826,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
93909,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
192830,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
17133,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97668,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
92695,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
94499,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
95061,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
102088,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
339644,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
98062,0,1,-1,0.0,1,1,3,1,1,0,3.0,42.0
15769,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
92934,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
195441,0,1,-1,0.0,0,0,3,1,1,0,1.5,21.0
97687,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
97689,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
94078,0,1,-1,0.0,0,0,3,1,1,0,1.2,16.8
94444,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
199746,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
91533,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
43897,0,1,-1,0.0,0,0,3,1,1,0,0.0021,0.0294
90113,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96510,0,1,-1,0.0,0,0,3,1,1,0,1.5,21.0
195986,0,1,-1,0.0,0,0,3,1,1,0,2.0,28.0
96598,0,1,-1,0.0,0,0,3,1,1,0,0.5,7.0
287334,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
199329,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
70357,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
95582,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
68560,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90164,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
70394,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96608,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
199055,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90140,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
199067,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
90105,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
96480,0,1,-1,0.0,0,0,3,1,1,0,0.0043,0.0602
90123,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
92938,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
68561,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
88447,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96481,0,1,-1,0.0,0,0,3,1,1,0,0.0064,0.0896
66529,0,1,-1,0.0,0,0,3,1,1,0,0.0,0.0
96483,0,1,-1,0.0,0,0,3,1,1,0,1.0,14.0
