path,file_type,purpose_guess,current_use,keep_archive_rewrite_delete_candidate,notes
promotions/772/predictions/shadow_review_20260622_phase4b13/13_FEEDBACK_SUMMARY_TEMPLATE.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase2_phase3_demand_repair_design/integerisation_floor_masking_review.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase2_phase3_demand_repair_design/phase2_phase3_demand_repair_design_memo.md,.md,supporting artifact,historical/shadow,keep,
Diagnostics/phase2_phase3_demand_repair_design/phase2_phase3_repair_sequence.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase2_phase3_demand_repair_design/phase2_phase3_risk_review.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase2_phase3_demand_repair_design/remaining_demand_cap_points.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase2_phase3_demand_repair_design/stage11_forecast_cap_trace.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase2_phase3_demand_repair_design/trainer_predicted_units_total_trace.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/cross_promotion_raw_flatness_store772.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/feature_missingness_for_flat_cohort.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/feature_variance_for_flat_cohort.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/flat_prediction_cohort_profile.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/flatness_by_supplier_category_promo_type.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/model_artifact_trace.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/phase4_raw_model_flatness_memo.md,.md,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/phase4_repair_recommendation.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/raw_model_flatness_summary.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/raw_model_vs_feature_signal_review.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/target_definition_review.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4_raw_model_flatness_diagnostic/train_predict_schema_alignment.csv,.csv,supporting artifact,historical/shadow,keep,
Diagnostics/phase4b10_action_overrun_diagnosis/buy_threshold_scenario_comparison.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b10_action_overrun_diagnosis/order_cap_scenario_comparison.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b10_action_overrun_diagnosis/overrun_by_buy_change_type.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b10_action_overrun_diagnosis/overrun_by_supplier_category_promo_type.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b10_action_overrun_diagnosis/overrun_by_target_quality_and_repair_basis.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b10_action_overrun_diagnosis/overrun_realized_exceeds_stock_basis_split.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b10_action_overrun_diagnosis/phase4b10_action_overrun_diagnosis_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b10_action_overrun_diagnosis/shadow_stock_basis_overrun_breakdown.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b10_action_overrun_diagnosis/tiny_demand_buy_root_cause.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b10_action_overrun_diagnosis/top_100_shadow_action_risk_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b11_shadow_action_cap_eval/action_cap_gate_summary.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b11_shadow_action_cap_eval/legacy_vs_shadow_action_cap_summary.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b11_shadow_action_cap_eval/legacy_vs_shadow_buy_hold_changes_after_cap.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b11_shadow_action_cap_eval/phase4b11_shadow_action_cap_eval_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b11_shadow_action_cap_eval/realized_exceeds_action_cap_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b11_shadow_action_cap_eval/shadow_action_cap_audit.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b11_shadow_action_cap_eval/shadow_action_cap_removed_units_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b11_shadow_action_cap_eval/tiny_demand_buy_after_cap_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b11_shadow_action_cap_eval/top_100_shadow_actions_after_cap.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b12_stage11_shadow_report_compare/legacy_store_team_actions_shadow_compare.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b12_stage11_shadow_report_compare/legacy_vs_shadow_manager_summary_compare.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b12_stage11_shadow_report_compare/phase4b12_stage11_shadow_report_compare_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b12_stage11_shadow_report_compare/shadow_action_cap_audit_for_report.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b12_stage11_shadow_report_compare/shadow_added_buys_manager_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b12_stage11_shadow_report_compare/shadow_removed_buys_manager_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b12_stage11_shadow_report_compare/shadow_store_team_actions_capped.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b12_stage11_shadow_report_compare/shadow_top_100_store_actions_manager_readability.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b12_stage11_shadow_report_compare/stage11_shadow_report_quality_gate_summary.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b13_shadow_human_review_pack/phase4b13_shadow_human_review_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b13_shadow_human_review_pack/pilot_operator_decision_sheet.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b13_shadow_human_review_pack/pilot_review_summary.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b13_shadow_human_review_pack/shadow_added_buy_review_pack.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b13_shadow_human_review_pack/shadow_removed_buy_review_pack.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b13_shadow_human_review_pack/stock_basis_overrun_review_pack.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b13_shadow_human_review_pack/tiny_demand_buy_review_pack.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b13_shadow_human_review_pack/top_50_high_confidence_shadow_buys.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b13_shadow_human_review_pack/top_50_low_confidence_shadow_buys.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b14_shadow_delivery_pack_review/delivery_pack_file_manifest.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b14_shadow_delivery_pack_review/delivery_pack_reconciliation_summary.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b14_shadow_delivery_pack_review/delivery_pack_row_count_check.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b14_shadow_delivery_pack_review/delivery_pack_shadow_label_check.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b14_shadow_delivery_pack_review/phase4b14_shadow_delivery_pack_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b15_operator_feedback_intake_review/feedback_intake_file_manifest.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b15_operator_feedback_intake_review/feedback_schema_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b15_operator_feedback_intake_review/operator_decision_values_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b15_operator_feedback_intake_review/phase4b15_operator_feedback_intake_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b16_prediction_folder_rewrite_review/manager_summary_reconciliation.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b16_prediction_folder_rewrite_review/operator_decision_sheet_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b16_prediction_folder_rewrite_review/phase4b16_prediction_folder_rewrite_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b16_prediction_folder_rewrite_review/prediction_folder_backup_manifest.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b16_prediction_folder_rewrite_review/prediction_folder_file_manifest.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b16_prediction_folder_rewrite_review/row_count_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b16_prediction_folder_rewrite_review/shadow_label_check.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b16_prediction_folder_rewrite_review/store_action_schema_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b17_prediction_path_reconciliation/operator_pointer_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b17_prediction_path_reconciliation/phase4b17_prediction_path_reconciliation_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b17_prediction_path_reconciliation/prediction_path_manifest.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b17_prediction_path_reconciliation/production_folder_unchanged_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b17_prediction_path_reconciliation/shadow_folder_manifest.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b18_operator_review_tracking/operator_handoff_note.md,.md,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b18_operator_review_tracking/operator_review_process_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b18_operator_review_tracking/operator_review_tracking_template.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b19_clean_store_report_pack_review/audit_trail_schema_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b19_clean_store_report_pack_review/manager_summary_reconciliation.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b19_clean_store_report_pack_review/operator_decision_sheet_schema_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b19_clean_store_report_pack_review/phase4b19_clean_store_report_pack_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b19_clean_store_report_pack_review/review_exceptions_reconciliation.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b19_clean_store_report_pack_review/shadow_status_label_check.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b19_clean_store_report_pack_review/store_actions_schema_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b19_clean_store_report_pack_review/store_report_pack_file_manifest.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/calculation_quality_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/data_quality_score_distribution.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/manager_summary_reconciliation.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/operator_decision_sheet_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/order_recommendations_schema_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/phase4b20_promotion_order_pack_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/promotion_folder_manifest.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/promotion_pack_index_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/shadow_label_check.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b20_promotion_order_pack_review/sort_order_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/all_skus_included_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/commercial_pack_file_manifest.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/completed_promotion_actuals_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/future_completed_classification_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/manager_summary_reconciliation.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/operator_decision_sheet_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/order_plan_schema_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/phase4b21_commercial_report_pack_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/planning_calculation_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/rejected_skus_reason_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/report_quality_scorecard_check.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b21_commercial_report_pack_review/shadow_label_check.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/formal_shadow_artifact_manifest.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/formal_shadow_eval_gate_summary.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/legacy_vs_shadow_flat_tiny_share.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/legacy_vs_shadow_prediction_distribution.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/phase4b7_formal_shadow_eval_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/shadow_tail_risk_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/shadow_vs_legacy_top_tail_rows.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/stock_basis_over_order_risk.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/supplier_category_shadow_risk_slices.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/target_quality_distribution_rerun.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/target_quality_slice_error.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_formal_shadow_eval/weighted_error_clean_repaired_rows.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b7_repair_ceiling_patch_review/legacy_vs_repaired_target_after_ceiling.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b7_repair_ceiling_patch_review/phase4b7_repair_ceiling_patch_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b7_repair_ceiling_patch_review/repair_basis_distribution_after_ceiling.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b7_repair_ceiling_patch_review/repaired_target_vs_demand_reference_after_ceiling.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b7_repair_ceiling_patch_review/repaired_target_vs_stock_basis_after_ceiling.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b7_repair_ceiling_patch_review/rows_where_realized_exceeds_repair_ceiling.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b7_repair_ceiling_patch_review/target_quality_distribution_after_repair_ceiling.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b7_repair_ceiling_patch_review/target_weight_distribution_after_repair_ceiling.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/action_quality_gate_summary.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/legacy_top_100_store_actions.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/legacy_vs_shadow_buy_hold_changes.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/legacy_vs_shadow_order_units_distribution.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/legacy_vs_shadow_store_action_summary.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/phase4b9_shadow_store_action_eval_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/shadow_new_buy_actions_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/shadow_removed_buy_actions_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/shadow_stock_basis_overrun_action_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b9_shadow_store_action_eval/shadow_top_100_store_actions.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/formal_shadow_artifact_manifest.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/formal_shadow_eval_gate_summary.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/legacy_vs_shadow_flat_tiny_share.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/legacy_vs_shadow_prediction_distribution.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/phase4b_formal_shadow_eval_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/shadow_tail_risk_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/shadow_vs_legacy_top_tail_rows.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/stock_basis_over_order_risk.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/supplier_category_shadow_risk_slices.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/target_quality_slice_error.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_formal_shadow_eval/weighted_error_clean_repaired_rows.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/excluded_or_zero_weight_rows_review.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/legacy_vs_sufficient_stock_target_distribution.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/phase4b_real_target_quality_review_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/real_target_quality_by_department_or_category.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/real_target_quality_by_promotion_type.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/real_target_quality_by_supplier.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/real_target_quality_distribution.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/real_target_weight_distribution.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/repaired_target_rows_review.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/review_metadata.json,.json,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_real_target_quality_review/target_warning_summary.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/phase4b_shadow_failure_diagnosis_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/phase4b_shadow_failure_repair_recommendation.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/repair_ceiling_scenarios.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/repair_weight_sensitivity_scenarios.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/repaired_row_error_breakdown.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/shadow_tail_by_supplier_category.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/stock_basis_overrun_by_repair_basis.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/stock_basis_overrun_by_target_quality.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/target_vs_demand_reference_distribution.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_failure_diagnosis/target_vs_stock_basis_distribution.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_evaluation_design/phase4b_shadow_trainer_evaluation_design_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_evaluation_design/shadow_trainer_artifact_safety_plan.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_evaluation_design/shadow_trainer_current_target_trace.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_evaluation_design/shadow_trainer_evaluation_metrics.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_evaluation_design/shadow_trainer_required_tests.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_evaluation_design/shadow_trainer_target_mode_contract.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke/legacy_vs_shadow_prediction_distribution.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke/phase4b_shadow_trainer_smoke_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke/shadow_artifact_manifest.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke/shadow_flat_prediction_share.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke/shadow_prediction_distribution.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke/shadow_weighted_training_rows.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke/test_risk_note.md,.md,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke_review/legacy_vs_shadow_smoke_comparison.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke_review/phase4b_shadow_smoke_review_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke_review/shadow_prediction_risk_flags.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke_review/shadow_smoke_key_metrics.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_shadow_trainer_smoke_review/shadow_smoke_test_risk_review.csv,.csv,shadow review artifact,historical/shadow,archive,
Diagnostics/phase4b_stock_evidence_repair_diagnostic/allocation_field_availability.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_stock_evidence_repair_diagnostic/insufficient_evidence_reason_breakdown.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_stock_evidence_repair_diagnostic/missing_repair_field_matrix.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_stock_evidence_repair_diagnostic/phase4b_stock_evidence_repair_memo.md,.md,phase diagnostic memo,historical/shadow,archive,
Diagnostics/phase4b_stock_evidence_repair_diagnostic/post_promo_sales_field_availability.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_stock_evidence_repair_diagnostic/recommended_training_slice_field_additions.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_stock_evidence_repair_diagnostic/repairable_if_fields_available_scenarios.csv,.csv,supporting artifact,historical/shadow,archive,
Diagnostics/phase4b_stock_evidence_repair_diagnostic/stock_basis_units_availability.csv,.csv,supporting artifact,historical/shadow,archive,
